geneENSTID	geneName	geneEntrezID	geneUniProtID
ENSMUSG00000004285	Atp6v1f	66144	Q9D1K2
ENSMUSG00000031878	Nae1	234664	Q8VBW6
ENSMUSG00000028161	Ppp3ca	19055	P63328
ENSMUSG00000023089	Ndufa5	68202	Q9CPP6
ENSMUSG00000024099	Ndufv2	72900	Q9D6J6
ENSMUSG00000027403	Tgm6	241636	
ENSMUSG00000031985	Gnpat	14712	P98192
ENSMUSG00000032487	Ptgs2	19225	Q05769
ENSMUSG00000032540	Abhd5	67469	Q9DBL9
ENSMUSG00000004933	Matk	17179	
ENSMUSG00000035239	Neu3	50877	Q9JMH7
ENSMUSG00000037916	Ndufv1	17995	Q91YT0
ENSMUSG00000039145	Camk1d	227541	Q8BW96
ENSMUSG00000035112	Wnk4	69847	Q80UE6
ENSMUSG00000035273	Hpse	15442	Q6YGZ1
ENSMUSG00000029592	Usp30	102637926;100756	Q3UN04
ENSMUSG00000025330	Padi4	18602	Q9Z183
ENSMUSG00000032737	Inppl1	16332	Q6P549
ENSMUSG00000040181	Fmo1	14261	P50285
ENSMUSG00000025403	Shmt2	108037	Q9CZN7
ENSMUSG00000034974	Dapk3	13144	O54784
ENSMUSG00000015401	Cltrn	57394	Q9ESG4
ENSMUSG00000036983	Tfb1m	224481	Q8JZM0
ENSMUSG00000074781	Ube2n	93765	P61089
ENSMUSG00000024727	Trpm6	225997	Q8CIR4
ENSMUSG00000026620	Mark1	226778	Q8VHJ5
ENSMUSG00000031129	Slc9a9	331004	Q8BZ00
ENSMUSG00000029231	Pdgfra	18595	P26618
ENSMUSG00000014426	Map3k4	26407	O08648
ENSMUSG00000051373	Plpp7	227721	Q91WB2
ENSMUSG00000052656	Rnf103	22644	Q9R1W3
ENSMUSG00000030774	Pak1	18479	
ENSMUSG00000038784	Cnot4	53621	Q8BT14
ENSMUSG00000042282	Gucy2f	245650	Q5SDA5
ENSMUSG00000024079	Eif2ak2	19106	Q03963
ENSMUSG00000054892	Txk	22165	P42682
ENSMUSG00000025271	Pfkfb1	18639	P70266
ENSMUSG00000032584	Mst1r	19882	Q62190
ENSMUSG00000028221	Pip4p2	72519	Q9CZX7
ENSMUSG00000017897	Eya2	14049	O08575
ENSMUSG00000028289	Epha7	13841	Q61772
ENSMUSG00000034744	Nagk	56174	Q9QZ08
ENSMUSG00000027673	Ndufb5	66046	Q9CQH3
ENSMUSG00000028757	Ddost	13200	O54734
ENSMUSG00000000811	Txnrd3	232223	
ENSMUSG00000027784	Ppm1l	242083	Q8BHN0
ENSMUSG00000026395	Ptprc	19264	P06800
ENSMUSG00000068452	Duox2	214593	
ENSMUSG00000052396	Mogat2	233549	Q80W94
ENSMUSG00000029445	Hpd	15445	P49429
ENSMUSG00000017760	Ctsa	19025	P16675
ENSMUSG00000014554	Dguok	27369	Q9QX60
ENSMUSG00000030269	Mtmr14	97287	Q8VEL2
ENSMUSG00000062908	Acadm	11364	P45952
ENSMUSG00000035828	Pim3	223775	P58750
ENSMUSG00000031596	Slc7a2	11988	P18581
ENSMUSG00000030725	Lipt2	67164	Q9D009
ENSMUSG00000033102	Cdc14b	218294	Q6PFY9
ENSMUSG00000040354	Mars1	216443	Q68FL6
ENSMUSG00000038664	Herc1	235439	
ENSMUSG00000025545	Clybl	69634	Q8R4N0
ENSMUSG00000005354	Txn2	56551	P97493
ENSMUSG00000025790	Slco3a1	108116	Q8R3L5
ENSMUSG00000027603	Ggt7	207182	Q99JP7
ENSMUSG00000026662	Sephs1	109079	Q8BH69
ENSMUSG00000025868	Higd2a	67044	Q9CQJ1
ENSMUSG00000026753	Ppp6c	67857	Q9CQR6
ENSMUSG00000054814	Usp46	69727	P62069
ENSMUSG00000090175	Ugt1a9	394434	Q62452
ENSMUSG00000004651	Tyr	22173	P11344
ENSMUSG00000015474	Ppt2	54397	O35448
ENSMUSG00000000171	Sdhd	66925	Q9CXV1
ENSMUSG00000074604	Mgst2	211666	A2RST1
ENSMUSG00000028126	Pip5k1a	18720	P70182
ENSMUSG00000042606	Hirip3	233876	Q8BLH7
ENSMUSG00000064367	mt-Nd5	17721	P03921
ENSMUSG00000059183	Mtfmt	69606	Q9D799
ENSMUSG00000021376	Tpmt	22017	
ENSMUSG00000056553	Ptprn2	19276	P80560
ENSMUSG00000001630	Stk38l	232533	Q7TSE6
ENSMUSG00000026368	F13b	14060	Q07968
ENSMUSG00000024525	Impa2	114663	Q91UZ5
ENSMUSG00000019970	Sgk1	20393	Q9WVC6
ENSMUSG00000045962	Wnk1	232341	P83741
ENSMUSG00000022704	Qtrt2	106248	
ENSMUSG00000002428	Hltf	20585	Q6PCN7
ENSMUSG00000075706	Gpx4	625249	O70325
ENSMUSG00000056050	Mia3	338366	
ENSMUSG00000028521	Slc35d1	242585	A2AKQ0
ENSMUSG00000022359	Wdyhv1	76773	Q80WB5
ENSMUSG00000063415	Cyp26b1	232174	Q811W2
ENSMUSG00000020272	Stk10	20868	O55098
ENSMUSG00000007783	Cpt1c	78070	Q8BGD5
ENSMUSG00000039529	Atp8b1	54670	Q148W0
ENSMUSG00000024173	Tpsab1	100503895	
ENSMUSG00000023452	Pisd	320951	Q8BSF4
ENSMUSG00000000804	Usp32	237898	
ENSMUSG00000020063	Sirt1	93759	Q923E4
ENSMUSG00000029759	Pon3	269823	Q62087
ENSMUSG00000072572	Slc39a2	214922	
ENSMUSG00000034413	Neurl1b	240055	Q0MW30
ENSMUSG00000034254	Agpat1	55979	
ENSMUSG00000026482	Rgl1	19731	Q60695
ENSMUSG00000022562	Oplah	75475	Q8K010
ENSMUSG00000029074	Ttll10	330010	
ENSMUSG00000061878	Sphk1	20698	Q8CI15
ENSMUSG00000051177	Plcb1	18795	Q9Z1B3
ENSMUSG00000025986	Slc39a10	227059	Q6P5F6
ENSMUSG00000021969	Zdhhc20	75965	Q5Y5T1
ENSMUSG00000032788	Pdxk	216134	Q8K183
ENSMUSG00000038628	Polr3k	67005	Q9CQZ7
ENSMUSG00000028792	Ak2	11637	Q9WTP6
ENSMUSG00000034994	Eef2	13629	P58252
ENSMUSG00000044442	N6amt1	67768	Q6SKR2
ENSMUSG00000025716	Myo3a	667663	
ENSMUSG00000056643	Chst13	71797	
ENSMUSG00000024325	Ring1	19763	O35730
ENSMUSG00000055660	Mettl4	76781	Q3U034
ENSMUSG00000018648	Dusp14	56405	Q9JLY7
ENSMUSG00000030228	Pik3c2g	18705	
ENSMUSG00000034456	Uroc1	243537	Q8VC12
ENSMUSG00000028700	Pomgnt1	68273;76786	Q91X88
ENSMUSG00000026675	Hsd17b7	15490	O88736
ENSMUSG00000006445	Epha2	13836	Q03145
ENSMUSG00000024769	Cdc42bpg	240505	Q80UW5
ENSMUSG00000022160	Mettl3	56335	
ENSMUSG00000032306	Mpi	110119	Q924M7
ENSMUSG00000028670	Lypla2	26394	Q9WTL7
ENSMUSG00000043857	Mgat5b	268510	Q765H6
ENSMUSG00000020307	Cdc34	216150	Q8CFI2
ENSMUSG00000005994	Tyrp1	22178	P07147
ENSMUSG00000006344	Ggt5	23887	Q9Z2A9
ENSMUSG00000037022	Mmaa	109136	Q8C7H1
ENSMUSG00000067597	Dgat2l6	668257	A2ADU8
ENSMUSG00000019792	Trmt11	73681	
ENSMUSG00000035674	Ndufa3	66091	Q9CQ91
ENSMUSG00000034354	Mtmr3	74302	
ENSMUSG00000040048	Ndufb10	68342	Q9DCS9
ENSMUSG00000052738	Suclg1	56451	Q9WUM5
ENSMUSG00000038250	Usp38	74841	Q8BW70
ENSMUSG00000028277	Ube2j1	56228	Q9JJZ4
ENSMUSG00000032420	Nt5e	23959	Q61503
ENSMUSG00000035351	Nup37	69736	Q9CWU9
ENSMUSG00000020256	Aldh1l2	216188	Q8K009
ENSMUSG00000036599	Chst12	59031	Q99LL3
ENSMUSG00000035778	Ggta1	14594	P23336
ENSMUSG00000038489	Polr2l	66491	P62876
ENSMUSG00000020154	Ptprb	19263	B2RU80
ENSMUSG00000041396	Mettl18	69962	Q9CZ09
ENSMUSG00000026170	Cyp27a1	104086	Q9DBG1
ENSMUSG00000027556	Car1	12346	P13634
ENSMUSG00000020064	Herc4	67345	Q6PAV2
ENSMUSG00000064341	mt-Nd1	17716	P03888
ENSMUSG00000078931	Pdf	68023	
ENSMUSG00000005034	Prkacb	18749	P68181
ENSMUSG00000023827	Agpat4	68262	Q8K4X7
ENSMUSG00000024158	Hagh	14651	
ENSMUSG00000034308	Sdr42e1	74032	Q9D665
ENSMUSG00000041372	B4galnt3	330406	Q6L8S8
ENSMUSG00000002769	Gnmt	14711	Q9QXF8
ENSMUSG00000028712	Cyp4a31	666168	
ENSMUSG00000024222	Fkbp5	14229	Q64378
ENSMUSG00000020918	Kat2a	14534	Q9JHD2
ENSMUSG00000029522	Pla2g1b	18778	Q9Z0Y2
ENSMUSG00000025386	Pde6g	18588	P09174
ENSMUSG00000000889	Dbh	13166	Q64237
ENSMUSG00000059883	Irak4	266632	Q8R4K2
ENSMUSG00000042349	Ikbke	56489	Q9R0T8
ENSMUSG00000040675	Mthfd1l	270685	Q3V3R1
ENSMUSG00000028680	Plk3	12795	
ENSMUSG00000024378	Stard4	170459	
ENSMUSG00000036241	Ube2r2	67615	Q6ZWZ2
ENSMUSG00000060961	Slc4a4	54403	O88343
ENSMUSG00000069805	Fbp1	14121	Q9QXD6
ENSMUSG00000028786	Tmem54	66260	Q9D7S1
ENSMUSG00000074218	Cox7a1	12865	P56392
ENSMUSG00000020897	Aurkb	20877	O70126
ENSMUSG00000026103	Gls	14660	D3Z7P3
ENSMUSG00000019326	Aoc3	11754	O70423
ENSMUSG00000005142	Man2b1	17159	O09159
ENSMUSG00000070284	Gmppb	331026	Q8BTZ7
ENSMUSG00000030471	Zdhhc13	243983	Q9CWU2
ENSMUSG00000026207	Speg	11790	Q62407
ENSMUSG00000024084	Qpct	70536	
ENSMUSG00000014349	Ube2z	268470	Q3UE37
ENSMUSG00000040710	St8sia4	20452	Q64692
ENSMUSG00000024830	Rps6kb2	58988	Q9Z1M4
ENSMUSG00000035845	Alg12	223774	Q8VDB2
ENSMUSG00000020377	Ltc4s	17001	Q60860
ENSMUSG00000036450	Hif1an	319594	Q8BLR9
ENSMUSG00000023791	Pigx	72084	Q99LV7
ENSMUSG00000019889	Ptprk	19272	P35822
ENSMUSG00000037469	Acp7	101744	Q8BX37
ENSMUSG00000039345	Mettl22	239706	Q8R1C6
ENSMUSG00000063229	Ldha	16828	P06151
ENSMUSG00000042096	Dao	13142	
ENSMUSG00000003849	Nqo1	18104	Q64669
ENSMUSG00000027195	Hsd17b12	56348	O70503
ENSMUSG00000032724	Abtb2	99382	Q7TQI7
ENSMUSG00000023800	Tiam2	24001	Q6ZPF3
ENSMUSG00000029055	Plch2	269615	A2AP18
ENSMUSG00000038563	Efl1	101592	Q8C0D5
ENSMUSG00000024292	Cyp4f14	64385	Q9EP75
ENSMUSG00000041297	Cdk13	69562	Q69ZA1
ENSMUSG00000029735	Tpk1	29807	Q9R0M5
ENSMUSG00000020638	Cmpk2	22169	Q3U5Q7
ENSMUSG00000040564	Apoc1	11812	P34928
ENSMUSG00000031565	Fgfr1	14182	P16092
ENSMUSG00000093803	Ppp2r3d	19054	
ENSMUSG00000025347	Mettl7b	71664	Q9DD20
ENSMUSG00000038429	Usp5	22225	P56399
ENSMUSG00000036820	Amdhd2	245847	Q8JZV7
ENSMUSG00000027797	Dclk1	13175	Q9JLM8
ENSMUSG00000069089	Cdk7	12572	Q03147
ENSMUSG00000031732	Phlpp2	244650	Q8BXA7
ENSMUSG00000061099	Gapdhs	14447	
ENSMUSG00000024145	Pigf	18701	O09101
ENSMUSG00000000673	Haao	107766	Q78JT3
ENSMUSG00000009535	Rnmt	67897	Q9D0L8
ENSMUSG00000002963	Pnkp	59047	
ENSMUSG00000040583	Cyp2b13	13089	
ENSMUSG00000069733	Ube2u	381534	
ENSMUSG00000038642	Ctss	13040	O70370
ENSMUSG00000053716	Dusp7	235584	Q91Z46
ENSMUSG00000037434	Slc30a1	22782	Q60738
ENSMUSG00000029233	Srd5a3	57357	Q9WUP4
ENSMUSG00000059447	Hadhb	231086	Q99JY0
ENSMUSG00000025060	Slk	20874	O54988
ENSMUSG00000026667	Uhmk1	16589	P97343
ENSMUSG00000042371	Slc5a10	109342	Q5SWY8
ENSMUSG00000026617	Bpnt1	23827	Q9Z0S1
ENSMUSG00000017715	Pgs1	74451	Q8BHF7
ENSMUSG00000074206	Adh6b	100417514	
ENSMUSG00000021670	Hmgcr	15357	Q01237
ENSMUSG00000057963	Itpk1	217837	Q8BYN3
ENSMUSG00000027531	Impa1	55980	
ENSMUSG00000026274	Pask	269224	Q8CEE6
ENSMUSG00000020017	Hal	15109	P35492
ENSMUSG00000007034	Slc44a4	70129	Q91VA1
ENSMUSG00000028673	Fuca1	71665	Q99LJ1
ENSMUSG00000020785	Camkk1	55984	Q8VBY2
ENSMUSG00000058076	Sdhc	66052	Q9CZB0
ENSMUSG00000020905	Usp43	216835	Q8BUM9
ENSMUSG00000052102	Gnpda1	26384	O88958
ENSMUSG00000020647	Ncoa1	17977	P70365
ENSMUSG00000040314	Ctsg	13035	P28293
ENSMUSG00000042476	Abcb4	18670	P21440
ENSMUSG00000021385	Ippk	75678	Q6P1C1
ENSMUSG00000003226	Ranbp2	19386	Q9ERU9
ENSMUSG00000041765	Ubac2	68889	Q8R1K1
ENSMUSG00000078630	Tomt	791260	A1Y9I9
ENSMUSG00000018167	Stard3	59045	Q61542
ENSMUSG00000017765	Slc12a4	20498	Q9JIS8
ENSMUSG00000048217	Nags	217214	Q8R4H7
ENSMUSG00000043445	Pgp	67078	Q8CHP8
ENSMUSG00000026348	Acmsd	266645	Q8R519
ENSMUSG00000019699	Akt3	23797	Q9WUA6
ENSMUSG00000042737	Dpm3	68563	Q9D1Q4
ENSMUSG00000029507	Pus1	56361	Q9WU56
ENSMUSG00000032098	Treh	58866	Q9JLT2
ENSMUSG00000049090	Zadh2	225791	Q8BGC4
ENSMUSG00000059890	Ube4a	140630	E9Q735
ENSMUSG00000036095	Dgkb	217480	Q6NS52
ENSMUSG00000032519	Slc25a38	208638	Q91XD8
ENSMUSG00000048755	Mcat	223722	Q8R3F5
ENSMUSG00000042148	Cox10	70383	Q8CFY5
ENSMUSG00000041939	Mvk	17855	Q9R008
ENSMUSG00000016349	Eef1a2	13628	P62631
ENSMUSG00000050312	Nsun3	106338	Q8CCT7
ENSMUSG00000004266	Ptpn6	15170	P29351
ENSMUSG00000021456	Fbp2	14120	P70695
ENSMUSG00000024589	Nedd4l	83814	Q8CFI0
ENSMUSG00000027809	Etfdh	66841	Q921G7
ENSMUSG00000027513	Pck1	18534	Q9Z2V4
ENSMUSG00000017376	Nlk	18099	O54949
ENSMUSG00000027822	Slc33a1	11416	Q99J27
ENSMUSG00000019849	Prep	19072	Q9QUR6
ENSMUSG00000031278	Acsl4	50790	Q9QUJ7
ENSMUSG00000031467	Agpat5	52123	Q9D1E8
ENSMUSG00000013663	Pten	19211	O08586
ENSMUSG00000020532	Acaca	107476	Q5SWU9
ENSMUSG00000020681	Ace	11421	P09470
ENSMUSG00000032939	Nup93	71805	Q8BJ71
ENSMUSG00000062181	Ces3b	13909	Q8VCU1
ENSMUSG00000038462	Uqcrfs1	66694	Q9CR68
ENSMUSG00000020020	Usp44	327799	Q8C2S0
ENSMUSG00000054027	Nt5dc3	103466	Q3UHB1
ENSMUSG00000020407	Upp1	22271	P52624
ENSMUSG00000030960	Eef1akmt2	72096	Q9D853
ENSMUSG00000029613	Eif2ak1	15467	Q9Z2R9
ENSMUSG00000004880	Lbr	98386	Q3U9G9
ENSMUSG00000036985	Zdhhc9	208884	P59268
ENSMUSG00000033400	Agl	77559	
ENSMUSG00000026200	Glb1l	74577	Q8VC60
ENSMUSG00000036023	Parp2	11546	O88554
ENSMUSG00000000958	Slc7a7	20540	Q9Z1K8
ENSMUSG00000036632	Alg5	66248	Q9DB25
ENSMUSG00000006442	Srm	20810	Q64674
ENSMUSG00000033105	Lss	16987	Q8BLN5
ENSMUSG00000055254	Ntrk2	18212	P15209
ENSMUSG00000009681	Bcr	110279	Q6PAJ1
ENSMUSG00000050217	Lgsn	266744	Q8CIX8
ENSMUSG00000073016	Uprt	331487	B1AVZ0
ENSMUSG00000078919	Dpm1	13480	O70152
ENSMUSG00000025701	Alox5	11689	P48999
ENSMUSG00000022789	Dnm1l	74006	Q8K1M6
ENSMUSG00000116933	Atp5o		
ENSMUSG00000030237	Slco1a4	28250	Q9EP96
ENSMUSG00000008461	Fut1	14343	O09160
ENSMUSG00000021302	Ggps1	14593	Q9WTN0
ENSMUSG00000062949	Atp11c	320940	Q9QZW0
ENSMUSG00000045216	Hs6st1	50785	Q9QYK5
ENSMUSG00000045038	Prkce	18754	P16054
ENSMUSG00000022683	Pla2g10	26565	Q9QXX3
ENSMUSG00000023829	Slc22a1	20517	O08966
ENSMUSG00000037071	Scd1	20249	P13516
ENSMUSG00000026032	Ndufb3	66495	Q9CQZ6
ENSMUSG00000076435	Acsf2	264895	Q8VCW8
ENSMUSG00000051147	Nat2	17961	P50295
ENSMUSG00000009646	Pla2g12b	69836	
ENSMUSG00000036257	Pnpla8	67452	Q8K1N1
ENSMUSG00000035835	Plppr3	216152	
ENSMUSG00000032281	Acsbg1	94180	Q99PU5
ENSMUSG00000020988	L2hgdh	217666	Q91YP0
ENSMUSG00000010660	Plcd1	18799	Q8R3B1
ENSMUSG00000060002	Chpt1	212862	Q8C025
ENSMUSG00000026156	B3gat2	280645	P59270
ENSMUSG00000026177	Slc11a1	18173	P41251
ENSMUSG00000023045	Soat2	223920	O88908
ENSMUSG00000024130	Abca3	27410	Q8R420
ENSMUSG00000020661	Dnmt3a	13435	O88508
ENSMUSG00000019179	Mdh2	17448	P08249
ENSMUSG00000025885	Myo5b	17919	
ENSMUSG00000056220	Pla2g4a	18783	P47713
ENSMUSG00000030815	Phkg2	68961	Q9DB30
ENSMUSG00000040455	Usp45	77593	Q8K387
ENSMUSG00000010461	Eya4	14051	Q9Z191
ENSMUSG00000025956	Mettl21a	67099	Q9CQL0
ENSMUSG00000031204	Asb12	70392	Q9D738
ENSMUSG00000078627	Marchf10	632687	
ENSMUSG00000007613	Tgfbr1	21812	Q64729
ENSMUSG00000034748	Sirt6	50721	P59941
ENSMUSG00000026926	Pmpca	66865	Q9DC61
ENSMUSG00000027646	Src	20779	P05480
ENSMUSG00000021408	Ripk1	19766	Q60855
ENSMUSG00000024600	Slc27a6	225579	E9Q9W4
ENSMUSG00000047759	Hs3st3a1	15478	Q8BKN6
ENSMUSG00000031438	Rnf128	66889	Q9D304
ENSMUSG00000032725	Folr2	14276	Q05685
ENSMUSG00000002409	Dyrk1b	13549	Q9Z188
ENSMUSG00000020080	Hkdc1	216019	Q91W97
ENSMUSG00000005683	Cs	12974	Q9CZU6
ENSMUSG00000018666	Cbx1	12412	P83917
ENSMUSG00000030357	Fkbp4	14228	P30416
ENSMUSG00000029642	Polr1d	20018	P97304
ENSMUSG00000022771	Ppil2	66053	Q9D787
ENSMUSG00000014294	Ndufa2	17991	Q9CQ75
ENSMUSG00000030630	Fah	14085	P35505
ENSMUSG00000022571	Pycrl	66194	Q9DCC4
ENSMUSG00000038633	Degs1	13244	O09005
ENSMUSG00000008206	Cers4	67260	Q9D6J1
ENSMUSG00000039936	Pik3cd	18707	O35904
ENSMUSG00000033938	Ndufb7	66916	Q9CR61
ENSMUSG00000022890	Atp5j	11957	P97450
ENSMUSG00000001211	Agpat3	28169	Q9D517
ENSMUSG00000020390	Ube2b	22210	P63147
ENSMUSG00000002326	Gmpr2	105446	Q99L27
ENSMUSG00000024539	Ptpn2	19255	Q06180
ENSMUSG00000020659	Cbll1	104836	Q9JIY2
ENSMUSG00000024091	Vapa	30960	Q9WV55
ENSMUSG00000041237	Pklr	18770	
ENSMUSG00000008540	Mgst1	56615	Q91VS7
ENSMUSG00000047654	Tssk6	83984	Q925K9
ENSMUSG00000006469	Slc34a3	142681	Q80SU6
ENSMUSG00000036712	Cyld	74256	Q80TQ2
ENSMUSG00000046591	Ticrr	77011	Q8BQ33
ENSMUSG00000026211	Obsl1	98733	D3YYU8
ENSMUSG00000029123	Stk32b	64293	Q9JJX8
ENSMUSG00000028544	Slc5a9	230612	Q8VDT1
ENSMUSG00000070419	Cyp3a57	622127	
ENSMUSG00000020151	Ptprr	19279	Q62132
ENSMUSG00000024064	Galnt14	71685	Q8BVG5
ENSMUSG00000021235	Coq6	217707	Q8R1S0
ENSMUSG00000031449	Atp4b	11945	P50992
ENSMUSG00000004032	Gstm5	14866	P48774
ENSMUSG00000036893	Ehmt1	77683	Q5DW34
ENSMUSG00000041653	Pnpla3	116939	
ENSMUSG00000027134	Lpcat4	99010	Q6NVG1
ENSMUSG00000020901	Pik3r5	320207	Q5SW28
ENSMUSG00000029188	Slc34a2	20531	Q9DBP0
ENSMUSG00000000127	Fer	14158	P70451
ENSMUSG00000020857	Nme2	18103	Q01768
ENSMUSG00000040061	Plcb2	18796	A3KGF7
ENSMUSG00000028789	Azin2	242669	Q8BVM4
ENSMUSG00000026818	Cel	12613	Q64285
ENSMUSG00000033533	Acsm1	117147	Q91VA0
ENSMUSG00000004344	Gpx5	14780	P21765
ENSMUSG00000049307	Fut4	14345	Q11127
ENSMUSG00000024030	Abcg1	11307	Q64343
ENSMUSG00000026062	Slc9a2	226999	
ENSMUSG00000044791	Setd2	235626	E9Q5F9
ENSMUSG00000026335	Pam	18484	P97467
ENSMUSG00000033308	Dpyd	99586	Q8CHR6
ENSMUSG00000030972	Acsm5	272428	Q8BGA8
ENSMUSG00000034343	Ube2f	67921	Q9CY34
ENSMUSG00000031549	Ido2	209176	Q8R0V5
ENSMUSG00000017390	Aldoc	11676	P05063
ENSMUSG00000030869	Ndufab1	70316	Q9CR21
ENSMUSG00000024317	Rnf138	56515	Q9CQE0
ENSMUSG00000030759	Far1	67420	Q922J9
ENSMUSG00000026792	Lrsam1	227738	Q80ZI6
ENSMUSG00000029310	Nudt9	74167	Q8BVU5
ENSMUSG00000029203	Ube2k	53323	P61087
ENSMUSG00000031168	Ebp	13595	P70245
ENSMUSG00000038776	Ephx1	13849	Q9D379
ENSMUSG00000027931	Npr1	18160	P18293
ENSMUSG00000040463	Mybbp1a	18432	Q7TPV4
ENSMUSG00000021109	Hif1a	15251	Q61221
ENSMUSG00000024640	Psat1	107272	Q99K85
ENSMUSG00000055301	Adh7	11529	Q64437
ENSMUSG00000033857	Engase	217364	Q8BX80
ENSMUSG00000045775	Slc16a5	217316	G5E8K6
ENSMUSG00000061740	Cyp2d22	56448	
ENSMUSG00000020621	Rdh14	105014	Q9ERI6
ENSMUSG00000019888	Mgat4c	67569	Q9D306
ENSMUSG00000026836	Acvr1	11477	P37172
ENSMUSG00000010453	Kansl3	226976	A2RSY1
ENSMUSG00000026447	Pik3c2b	240752	
ENSMUSG00000025855	Prkar1b	19085	P12849
ENSMUSG00000013418	B4galnt2	14422	Q09199
ENSMUSG00000040390	Map3k10	269881	Q66L42
ENSMUSG00000033276	Stk36	269209	Q69ZM6
ENSMUSG00000021916	Glt8d1	76485	Q6NSU3
ENSMUSG00000027823	Gmps	229363	Q3THK7
ENSMUSG00000020593	Lpin1	14245	
ENSMUSG00000049387	Cox7b2	78174	
ENSMUSG00000057134	Ado	211488	Q6PDY2
ENSMUSG00000025194	Abcc2	12780	Q8VI47
ENSMUSG00000078597	Cyp4a12b	13118	A2A974
ENSMUSG00000036751	Cox6b1	110323	P56391
ENSMUSG00000062312	Erbb2	13866	P70424
ENSMUSG00000038600	Atp6v0a4	140494	Q920R6
ENSMUSG00000044763	Trmt10c	52575	Q3UFY8
ENSMUSG00000019178	Styxl1	76571	
ENSMUSG00000007080	Pole	18973	Q9WVF7
ENSMUSG00000039199	Zdhhc1	70796	Q8R0N9
ENSMUSG00000025328	Padi3	18601	Q9Z184
ENSMUSG00000045140	Pigw	70325	Q8C398
ENSMUSG00000027219	Slc28a2	269346	O88627
ENSMUSG00000041119	Pde9a	18585	O70628
ENSMUSG00000032478	Nme6	54369	O88425
ENSMUSG00000024558	Mapk4	225724	Q6P5G0
ENSMUSG00000034000	Neu4	241159	Q8BZL1
ENSMUSG00000039519	Cyp7b1	13123	Q60991
ENSMUSG00000022885	St6gal1	20440	Q64685
ENSMUSG00000024664	Fads3	60527	Q9JJE7
ENSMUSG00000026749	Nek6	59126	Q9ES70
ENSMUSG00000026277	Stk25	59041	Q9Z2W1
ENSMUSG00000022174	Dad1	13135	P61804
ENSMUSG00000033065	Pfkm	18642	P47857
ENSMUSG00000035601	Trmt10b	69934	Q9D075
ENSMUSG00000029630	Cyp3a25	56388	O09158
ENSMUSG00000076436	Oxct2a	64059	Q9JJN4
ENSMUSG00000061207	Stk19	54402	Q9JHN8
ENSMUSG00000027690	Slc2a2	20526	P14246
ENSMUSG00000046598	Bdh1	71911	Q80XN0
ENSMUSG00000026450	Chit1	71884	Q9D7Q1
ENSMUSG00000025069	Gsto2	68214	Q8K2Q2
ENSMUSG00000034075	Zdhhc5	228136	Q8VDZ4
ENSMUSG00000007564	Ppp2r1a	51792	Q76MZ3
ENSMUSG00000032312	Csk	12988	P41241
ENSMUSG00000046861	Hectd3	76608	Q3U487
ENSMUSG00000026558	Uck2	80914	Q99PM9
ENSMUSG00000064357	mt-Atp6	17705	P00848
ENSMUSG00000061130	Ppm1b	19043	P36993
ENSMUSG00000046994	Mars2	212679	Q499X9
ENSMUSG00000053137	Mapk11	19094	Q9WUI1
ENSMUSG00000022490	Ppp1r1a	58200	Q9ERT9
ENSMUSG00000004865	Srpk1	20815	O70551
ENSMUSG00000025140	Pycr1	209027	Q922W5
ENSMUSG00000056162	Cndp1	338403	
ENSMUSG00000009350	Mpo	17523	P11247
ENSMUSG00000028743	Akr7a5	110198	Q8CG76
ENSMUSG00000047409	Ctdspl	69274	P58465
ENSMUSG00000032786	Alas1	11655	Q8VC19
ENSMUSG00000023908	Pkmyt1	268930	Q9ESG9
ENSMUSG00000029916	Agk	69923	Q9ESW4
ENSMUSG00000039913	Pak5	241656	Q8C015
ENSMUSG00000050553	Gk2	14626	Q9WU65
ENSMUSG00000031521	Aga	11593	Q64191
ENSMUSG00000021696	Elovl7	74559	Q9D2Y9
ENSMUSG00000029004	Kmt2e	69188	Q3UG20
ENSMUSG00000036155	Mgat5	107895	Q8R4G6
ENSMUSG00000028013	Ppa2	74776	Q91VM9
ENSMUSG00000020766	Galk1	14635	Q9R0N0
ENSMUSG00000034269	Setd5	72895	Q5XJV7
ENSMUSG00000004637	Wwox	80707	Q91WL8
ENSMUSG00000042121	Ssh1	231637	Q76I79
ENSMUSG00000037490	Slc2a12	353169	Q8BFW9
ENSMUSG00000021290	Atp5mpl	70257	P56379
ENSMUSG00000033685	Ucp2	22228	P70406
ENSMUSG00000090035	Galnt4	14426	O08832
ENSMUSG00000037366	Pafah2	100163	Q8VDG7
ENSMUSG00000037997	Parp11	101187	Q8CFF0
ENSMUSG00000028236	Sdr16c5	242285	Q7TQA3
ENSMUSG00000002014	Ssr4	20832	Q62186
ENSMUSG00000025178	Pi4k2a	84095	Q2TBE6
ENSMUSG00000032267	Usp28	235323	Q5I043
ENSMUSG00000020865	Abcc3	76408	
ENSMUSG00000024899	Papss2	23972	O88428
ENSMUSG00000022474	Pmm1	29858	O35621
ENSMUSG00000024614	Tmx3	67988	Q8BXZ1
ENSMUSG00000021120	Pigh	110417	Q5M9N4
ENSMUSG00000022711	Pmm2	54128	Q9Z2M7
ENSMUSG00000044667	Plppr4	229791	Q7TME0
ENSMUSG00000031826	Usp10	22224	P52479
ENSMUSG00000040471	Ggt6	71522	Q6PDE7
ENSMUSG00000030203	Dusp16	70686	
