geneSymbol	ensemblGeneId	trLength
Mir129-1	ENSMUSG00000065469	73
Mir129-2	ENSMUSG00000065511	90
Mir1291	ENSMUSG00000106463	117
Mir1298	ENSMUSG00000080331	98
Mir129b	ENSMUSG00000106336	65
Mir1306	ENSMUSG00000080452	79
Mir1306	ENSMUSG00000099007	79
Mir130a	ENSMUSG00000065484	64
Mir130b	ENSMUSG00000065572	82
Mir130c	ENSMUSG00000098362	82
Mir132	ENSMUSG00000065537	66
Mir133a-1	ENSMUSG00000065399	68
Mir133a-1hg	ENSMUSG00000095438	395
Mir133a-2	ENSMUSG00000065460	104
Mir133b	ENSMUSG00000065480	119
Mir133c	ENSMUSG00000098539	80
Mir134	ENSMUSG00000065426	71
Mir135a-1	ENSMUSG00000065407	90
Mir135a-2	ENSMUSG00000065524	100
Mir135b	ENSMUSG00000065435	97
Mir136	ENSMUSG00000104858	62
Mir136	ENSMUSG00000107170	62
Mir137	ENSMUSG00000065569	73
Mir138-1	ENSMUSG00000065414	99
Mir138-2	ENSMUSG00000065512	71
Mir139	ENSMUSG00000065446	68
Mir140	ENSMUSG00000065439	70
Mir141	ENSMUSG00000065474	72
Mir142	ENSMUSG00000105196	64
Mir142b	ENSMUSG00000065420	115
Mir142hg	ENSMUSG00000084796	269
Mir143	ENSMUSG00000065445	63
Mir144	ENSMUSG00000065401	66
Mir145a	ENSMUSG00000065592	70
Mir145b	ENSMUSG00000098366	75
Mir146	ENSMUSG00000065601	65
Mir146b	ENSMUSG00000070127	109
Mir147	ENSMUSG00000076309	79
Mir147	ENSMUSG00000111838	79
Mir148a	ENSMUSG00000065505	99
Mir148b	ENSMUSG00000065560	97
Mir149	ENSMUSG00000065470	66
Mir150	ENSMUSG00000065495	65
Mir151	ENSMUSG00000065612	68
Mir152	ENSMUSG00000065515	73
Mir153	ENSMUSG00000065538	69
Mir154	ENSMUSG00000065448	66
Mir155	ENSMUSG00000065397	65
Mir155hg	ENSMUSG00000097418	1313
Mir15a	ENSMUSG00000093007	84
Mir15b	ENSMUSG00000065580	64
Mir16-1	ENSMUSG00000092995	93
Mir16-2	ENSMUSG00000065606	95
Mir1668	ENSMUSG00000098465	107
Mir17	ENSMUSG00000065508	84
Mir17hg	ENSMUSG00000089726	3536
Mir18	ENSMUSG00000065403	96
Mir181a-1	ENSMUSG00000065565	87
Mir181a-1hg	ENSMUSG00000098206	3388
Mir181a-2	ENSMUSG00000065423	76
Mir181b-1	ENSMUSG00000065458	80
Mir181b-2	ENSMUSG00000065578	89
Mir181c	ENSMUSG00000065483	89
Mir181d	ENSMUSG00000076338	72
Mir182	ENSMUSG00000076361	75
Mir183	ENSMUSG00000065619	70
Mir1839	ENSMUSG00000093107	127
Mir1839	ENSMUSG00000104618	73
Mir184	ENSMUSG00000065596	69
Mir1843a	ENSMUSG00000105972	65
Mir1843b	ENSMUSG00000105399	66
Mir185	ENSMUSG00000065464	65
Mir185	ENSMUSG00000098554	65
Mir186	ENSMUSG00000065431	71
Mir187	ENSMUSG00000065532	61
Mir188	ENSMUSG00000065398	68
Mir1892	ENSMUSG00000106344	80
Mir1893	ENSMUSG00000084514	83
Mir1894	ENSMUSG00000084751	81
Mir1895	ENSMUSG00000084564	79
Mir1896	ENSMUSG00000084590	81
Mir1897	ENSMUSG00000104797	79
Mir1898	ENSMUSG00000084592	83
Mir1899	ENSMUSG00000084747	96
Mir18b	ENSMUSG00000077111	83
Mir1900	ENSMUSG00000084663	78
Mir1901	ENSMUSG00000084565	78
Mir1902	ENSMUSG00000084516	80
Mir1903	ENSMUSG00000084523	80
Mir1904	ENSMUSG00000084651	80
Mir1905	ENSMUSG00000084728	82
Mir1906-1	ENSMUSG00000084535	80
Mir1906-1	ENSMUSG00000104193	80
Mir1906-2	ENSMUSG00000084559	80
Mir1907	ENSMUSG00000084458	90
Mir190a	ENSMUSG00000076379	67
Mir190b	ENSMUSG00000077996	80
Mir191	ENSMUSG00000105497	74
Mir1912	ENSMUSG00000093039	87
Mir192	ENSMUSG00000065523	89
Mir192	ENSMUSG00000107367	89
Mir1927	ENSMUSG00000089204	109
Mir1928	ENSMUSG00000087820	67
Mir1929	ENSMUSG00000089260	93
Mir1930	ENSMUSG00000089424	84
Mir1931	ENSMUSG00000089214	119
Mir1932	ENSMUSG00000088015	90
Mir1933	ENSMUSG00000089555	88
Mir1934	ENSMUSG00000088752	83
Mir1936	ENSMUSG00000089324	93
Mir1938	ENSMUSG00000089371	100
Mir193a	ENSMUSG00000065395	66
Mir193b	ENSMUSG00000076972	79
Mir194-1	ENSMUSG00000065581	67
Mir194-2	ENSMUSG00000065582	86
Mir194-2	ENSMUSG00000107156	86
Mir1941	ENSMUSG00000088459	83
Mir1942	ENSMUSG00000087899	63
Mir1943	ENSMUSG00000088901	73
Mir1945	ENSMUSG00000088544	78
Mir1946a	ENSMUSG00000088985	134
Mir1946b	ENSMUSG00000088478	133
Mir1947	ENSMUSG00000088860	85
Mir1948	ENSMUSG00000087950	85
Mir1949	ENSMUSG00000088059	141
Mir1949	ENSMUSG00000105743	70
Mir1950	ENSMUSG00000089151	74
Mir1951	ENSMUSG00000088606	89
Mir1952	ENSMUSG00000088983	79
Mir1953	ENSMUSG00000088491	89
Mir1954	ENSMUSG00000093336	86
Mir1955	ENSMUSG00000088639	98
Mir1956	ENSMUSG00000088373	65
Mir1957a	ENSMUSG00000088552	66
Mir1957b	ENSMUSG00000098410	123
Mir1958	ENSMUSG00000087844	97
Mir195a	ENSMUSG00000065411	94
Mir195b	ENSMUSG00000098437	97
Mir1960	ENSMUSG00000088113	78
Mir1961	ENSMUSG00000089268	112
Mir1962	ENSMUSG00000088141	121
Mir1963	ENSMUSG00000089219	59
Mir1964	ENSMUSG00000089139	83
Mir1966	ENSMUSG00000089432	108
Mir1967	ENSMUSG00000088414	82
Mir1968	ENSMUSG00000088054	68
Mir1969	ENSMUSG00000088248	94
Mir196a-1	ENSMUSG00000065546	102
Mir196a-2	ENSMUSG00000065488	85
Mir196b	ENSMUSG00000065443	85
Mir1970	ENSMUSG00000088464	104
Mir1971	ENSMUSG00000087932	106
Mir1981	ENSMUSG00000088559	82
Mir1982	ENSMUSG00000087993	74
Mir1983	ENSMUSG00000088148	132
Mir199a-1	ENSMUSG00000065547	70
Mir199a-2	ENSMUSG00000070126	110
Mir199b	ENSMUSG00000092807	110
Mir19a	ENSMUSG00000065416	82
Mir19b-1	ENSMUSG00000076256	87
Mir19b-2	ENSMUSG00000065473	84
Mir1a-1	ENSMUSG00000070144	77
Mir1a-2	ENSMUSG00000106348	72
Mir1b	ENSMUSG00000080662	122
Mir200a	ENSMUSG00000065400	90
Mir200b	ENSMUSG00000065549	70
Mir200c	ENSMUSG00000065462	69
Mir201	ENSMUSG00000065404	66
Mir202	ENSMUSG00000065502	72
Mir203	ENSMUSG00000065574	76
Mir204	ENSMUSG00000065507	68
Mir205	ENSMUSG00000065533	68
Mir205hg	ENSMUSG00000097850	2112
Mir206	ENSMUSG00000065559	73
Mir207	ENSMUSG00000065452	79
Mir208a	ENSMUSG00000065432	83
Mir208b	ENSMUSG00000077928	77
Mir20a	ENSMUSG00000065442	107
Mir20b	ENSMUSG00000076041	80
Mir210	ENSMUSG00000065551	110
Mir211	ENSMUSG00000065585	106
Mir212	ENSMUSG00000065590	91
Mir2136	ENSMUSG00000089406	75
Mir2137	ENSMUSG00000089357	66
Mir2139	ENSMUSG00000089294	95
Mir214	ENSMUSG00000065516	110
Mir215	ENSMUSG00000065562	112
Mir216a	ENSMUSG00000065539	72
Mir216b	ENSMUSG00000076318	86
Mir216c	ENSMUSG00000106400	69
Mir217	ENSMUSG00000065415	108
Mir217hg	ENSMUSG00000085510	600
Mir218-1	ENSMUSG00000065603	110
Mir218-2	ENSMUSG00000065583	110
Mir219a-1	ENSMUSG00000065555	110
Mir219a-2	ENSMUSG00000065485	97
Mir219b	ENSMUSG00000105010	65
Mir219c	ENSMUSG00000105964	60
Mir21a	ENSMUSG00000065455	92
Mir21b	ENSMUSG00000098315	108
Mir21c	ENSMUSG00000099326	78
Mir22	ENSMUSG00000065529	95
Mir221	ENSMUSG00000065422	95
Mir222	ENSMUSG00000065471	79
Mir223	ENSMUSG00000076066	110
Mir224	ENSMUSG00000065542	82
Mir22hg	ENSMUSG00000085148	1100.5
Mir23a	ENSMUSG00000065611	75
Mir23b	ENSMUSG00000065599	74
Mir24-1	ENSMUSG00000105904	68
Mir24-2	ENSMUSG00000065541	107
Mir25	ENSMUSG00000065394	84
Mir26a-1	ENSMUSG00000065513	90
Mir26a-2	ENSMUSG00000065430	84
Mir26b	ENSMUSG00000065468	85
Mir27a	ENSMUSG00000065444	87
Mir27b	ENSMUSG00000065475	73
Mir2861	ENSMUSG00000093280	82
Mir28a	ENSMUSG00000065494	86
Mir28b	ENSMUSG00000093140	80
Mir28c	ENSMUSG00000104794	75
Mir290a	ENSMUSG00000077815	83
Mir290a	ENSMUSG00000097826	83
Mir290b	ENSMUSG00000106340	58
Mir290b	ENSMUSG00000106761	58
Mir291a	ENSMUSG00000078008	82
Mir291a	ENSMUSG00000096925	82
Mir291b	ENSMUSG00000078032	79
Mir291b	ENSMUSG00000097568	79
Mir292	ENSMUSG00000078041	82
Mir292	ENSMUSG00000097782	82
Mir292b	ENSMUSG00000104747	62
Mir292b	ENSMUSG00000106921	62
Mir293	ENSMUSG00000078035	80
Mir293	ENSMUSG00000097688	80
Mir294	ENSMUSG00000077903	84
Mir294	ENSMUSG00000097034	84
Mir295	ENSMUSG00000077886	69
Mir295	ENSMUSG00000097400	69
Mir296	ENSMUSG00000065521	79
Mir297-1	ENSMUSG00000094316	76
Mir297a-2	ENSMUSG00000076983	90
Mir297a-3	ENSMUSG00000076956	102
Mir297a-4	ENSMUSG00000077954	98
Mir297b	ENSMUSG00000076222	109
Mir297c	ENSMUSG00000076976	98
Mir298	ENSMUSG00000065410	82
Mir299a	ENSMUSG00000106653	63
Mir299b	ENSMUSG00000093291	49
Mir29a	ENSMUSG00000065610	88
Mir29b-1	ENSMUSG00000065604	71
Mir29b-2	ENSMUSG00000065412	81
Mir29c	ENSMUSG00000065548	88
Mir300	ENSMUSG00000098807	79
Mir301	ENSMUSG00000065589	86
Mir301b	ENSMUSG00000076288	97
Mir302a	ENSMUSG00000065552	69
Mir302b	ENSMUSG00000076252	74
Mir302c	ENSMUSG00000065482	68
Mir302d	ENSMUSG00000065447	66
Mir3057	ENSMUSG00000092781	91
Mir3058	ENSMUSG00000092867	91
Mir3059	ENSMUSG00000092952	81
Mir3060	ENSMUSG00000093080	83
Mir3061	ENSMUSG00000092870	91
Mir3062	ENSMUSG00000092727	105
Mir3063	ENSMUSG00000093358	92
Mir3064	ENSMUSG00000093273	67
Mir3065	ENSMUSG00000105524	87
Mir3066	ENSMUSG00000093037	83
Mir3067	ENSMUSG00000092673	84
Mir3068	ENSMUSG00000105428	79
Mir3069	ENSMUSG00000106366	65
Mir3070a	ENSMUSG00000095147	89
Mir3070a	ENSMUSG00000102954	89
Mir3070b	ENSMUSG00000094952	89
Mir3070b	ENSMUSG00000103721	89
Mir3071	ENSMUSG00000070129	80
Mir3071	ENSMUSG00000098913	80
Mir3072	ENSMUSG00000093351	83
Mir3073a	ENSMUSG00000093090	85
Mir3073b	ENSMUSG00000106228	60
Mir3074-1	ENSMUSG00000092741	85
Mir3074-2	ENSMUSG00000105458	83
Mir3075	ENSMUSG00000093081	85
Mir3076	ENSMUSG00000093156	60
Mir3077	ENSMUSG00000092784	64
Mir3078	ENSMUSG00000092972	87
Mir3079	ENSMUSG00000093169	90
Mir3080	ENSMUSG00000092751	79
Mir3081	ENSMUSG00000093046	84
Mir3082	ENSMUSG00000093076	64
Mir3083	ENSMUSG00000093118	64
Mir3084-1	ENSMUSG00000104890	69
Mir3084-2	ENSMUSG00000105118	69
Mir3085	ENSMUSG00000093234	89
Mir3086	ENSMUSG00000092813	87
Mir3087	ENSMUSG00000104741	56
Mir3088	ENSMUSG00000092832	74
Mir3089	ENSMUSG00000093091	84
Mir3090	ENSMUSG00000093338	87
Mir3091	ENSMUSG00000092827	76
Mir3092	ENSMUSG00000092695	96
Mir3093	ENSMUSG00000092988	87
Mir3094	ENSMUSG00000092862	64
Mir3095	ENSMUSG00000093293	87
Mir3097	ENSMUSG00000093097	67
Mir3098	ENSMUSG00000093157	87
Mir3099	ENSMUSG00000092815	84
Mir30a	ENSMUSG00000065405	71
Mir30b	ENSMUSG00000065476	96
Mir30c-1	ENSMUSG00000065490	89
Mir30c-2	ENSMUSG00000065567	84
Mir30d	ENSMUSG00000065437	82
Mir30e	ENSMUSG00000065409	92
Mir30f	ENSMUSG00000105585	92
Mir31	ENSMUSG00000065408	106
Mir3100	ENSMUSG00000092659	65
Mir3101	ENSMUSG00000093348	88
Mir3102	ENSMUSG00000093296	104
Mir3103	ENSMUSG00000093215	67
Mir3104	ENSMUSG00000092652	63
Mir3105	ENSMUSG00000093221	85
Mir3106	ENSMUSG00000093142	82
Mir3107	ENSMUSG00000106471	90
Mir3108	ENSMUSG00000093241	79
Mir3109	ENSMUSG00000093042	88
Mir3110	ENSMUSG00000092794	80
Mir3112	ENSMUSG00000093172	82
Mir3113	ENSMUSG00000093219	76
Mir32	ENSMUSG00000065544	70
Mir320	ENSMUSG00000065528	82
Mir322	ENSMUSG00000065418	95
Mir323	ENSMUSG00000065617	86
Mir324	ENSMUSG00000065534	89
Mir325	ENSMUSG00000065425	98
Mir326	ENSMUSG00000065571	95
Mir327	ENSMUSG00000105372	69
Mir328	ENSMUSG00000070130	97
Mir329	ENSMUSG00000065577	97
Mir33	ENSMUSG00000065465	69
Mir330	ENSMUSG00000065543	98
Mir331	ENSMUSG00000065607	96
Mir335	ENSMUSG00000065501	98
Mir337	ENSMUSG00000065526	97
Mir337	ENSMUSG00000099194	97
Mir338	ENSMUSG00000065600	98
Mir339	ENSMUSG00000065593	96
Mir340	ENSMUSG00000065417	98
Mir341	ENSMUSG00000070101	96
Mir341	ENSMUSG00000099090	96
Mir342	ENSMUSG00000065436	99
Mir343	ENSMUSG00000076315	75
Mir344	ENSMUSG00000065568	95
Mir344-2	ENSMUSG00000093187	80
Mir344b	ENSMUSG00000092921	63
Mir344c	ENSMUSG00000077107	92
Mir344d-1	ENSMUSG00000092847	69
Mir344d-2	ENSMUSG00000096893	80
Mir344d-3	ENSMUSG00000095292	80
Mir344e	ENSMUSG00000077869	66
Mir344f	ENSMUSG00000093108	68
Mir344g	ENSMUSG00000092850	71
Mir344h-1	ENSMUSG00000094173	60
Mir344h-2	ENSMUSG00000096189	60
Mir344i	ENSMUSG00000095154	88
Mir345	ENSMUSG00000065429	96
Mir346	ENSMUSG00000065481	98
Mir3470a	ENSMUSG00000095323	77
Mir3470b	ENSMUSG00000093912	126
Mir3471-1	ENSMUSG00000092880	131
Mir3471-2	ENSMUSG00000094253	102
Mir3472	ENSMUSG00000092917	71
Mir3473a	ENSMUSG00000092752	78
Mir3473b	ENSMUSG00000093298	55
Mir3473c	ENSMUSG00000093003	81
Mir3473c	ENSMUSG00000111586	81
Mir3473d	ENSMUSG00000093087	81
Mir3473e	ENSMUSG00000099301	110
Mir3473f	ENSMUSG00000098344	136
Mir3473g	ENSMUSG00000098896	136
Mir3474	ENSMUSG00000093120	58
Mir3475	ENSMUSG00000093102	65
Mir34a	ENSMUSG00000065493	102
Mir34b	ENSMUSG00000065492	84
Mir34c	ENSMUSG00000065587	77
Mir350	ENSMUSG00000065573	99
Mir351	ENSMUSG00000065503	99
Mir3535	ENSMUSG00000104627	147
Mir3544	ENSMUSG00000105210	61
Mir3544	ENSMUSG00000107221	61
Mir3547	ENSMUSG00000093202	88
Mir3569	ENSMUSG00000098553	58
Mir3572	ENSMUSG00000093290	86
Mir361	ENSMUSG00000065510	70
Mir362	ENSMUSG00000070100	65
Mir3620	ENSMUSG00000099172	61
Mir363	ENSMUSG00000070106	75
Mir365-1	ENSMUSG00000065449	87
Mir365-2	ENSMUSG00000065489	112
Mir367	ENSMUSG00000065413	75
Mir369	ENSMUSG00000065561	79
Mir370	ENSMUSG00000065433	79
Mir370	ENSMUSG00000098610	79
Mir374b	ENSMUSG00000076269	95
Mir374c	ENSMUSG00000106465	49
Mir375	ENSMUSG00000065616	64
Mir376a	ENSMUSG00000105178	68
Mir376b	ENSMUSG00000105853	82
Mir376c	ENSMUSG00000076006	86
Mir377	ENSMUSG00000065438	68
Mir378a	ENSMUSG00000105200	66
Mir378b	ENSMUSG00000092985	92
Mir378c	ENSMUSG00000099036	99
Mir378d	ENSMUSG00000098756	110
Mir379	ENSMUSG00000065498	66
Mir380	ENSMUSG00000104582	61
Mir381	ENSMUSG00000098838	75
Mir382	ENSMUSG00000065428	76
Mir383	ENSMUSG00000065457	70
Mir384	ENSMUSG00000065499	88
Mir3960	ENSMUSG00000105841	73
Mir3961	ENSMUSG00000106655	59
Mir3962	ENSMUSG00000092633	64
Mir3963	ENSMUSG00000092830	71
Mir3964	ENSMUSG00000092639	74
Mir3965	ENSMUSG00000093311	69
Mir3966	ENSMUSG00000105557	85
Mir3967	ENSMUSG00000106199	68
Mir3968	ENSMUSG00000093096	100
Mir3969	ENSMUSG00000106074	92
Mir3970	ENSMUSG00000106278	90
Mir3971	ENSMUSG00000093100	83
Mir409	ENSMUSG00000105849	79
Mir410	ENSMUSG00000065497	81
Mir411	ENSMUSG00000065477	82
Mir412	ENSMUSG00000065570	80
Mir421	ENSMUSG00000065509	76
Mir423	ENSMUSG00000065518	109
Mir425	ENSMUSG00000065579	85
Mir429	ENSMUSG00000065427	83
Mir431	ENSMUSG00000070080	91
Mir431	ENSMUSG00000098321	91
Mir432	ENSMUSG00000087855	75
Mir432	ENSMUSG00000099231	75
Mir433	ENSMUSG00000070072	124
Mir433	ENSMUSG00000098576	124
Mir434	ENSMUSG00000070133	94
Mir434	ENSMUSG00000099171	94
Mir448	ENSMUSG00000065450	112
Mir449a	ENSMUSG00000065575	91
Mir449b	ENSMUSG00000078027	80
Mir449c	ENSMUSG00000076146	109
Mir450-1	ENSMUSG00000065486	91
Mir450-2	ENSMUSG00000076399	69
Mir450b	ENSMUSG00000076050	82
Mir451a	ENSMUSG00000070065	72
Mir451b	ENSMUSG00000104813	72
Mir452	ENSMUSG00000070138	85
Mir453	ENSMUSG00000077925	82
Mir455	ENSMUSG00000070102	82
Mir463	ENSMUSG00000070078	75
Mir465	ENSMUSG00000070071	74
Mir465b-1	ENSMUSG00000094894	79
Mir465b-2	ENSMUSG00000096504	79
Mir465c-1	ENSMUSG00000095782	81
Mir465c-2	ENSMUSG00000095006	81
Mir465d	ENSMUSG00000106642	58
Mir466	ENSMUSG00000070099	73
Mir466b-1	ENSMUSG00000106608	82
Mir466b-2	ENSMUSG00000076966	82
Mir466b-3	ENSMUSG00000076994	81
Mir466b-4	ENSMUSG00000096239	90
Mir466b-5	ENSMUSG00000096113	88
Mir466b-6	ENSMUSG00000094261	90
Mir466b-7	ENSMUSG00000096360	88
Mir466b-8	ENSMUSG00000095269	86
Mir466c-1	ENSMUSG00000104561	84
Mir466c-2	ENSMUSG00000094659	90
Mir466d	ENSMUSG00000078031	96
Mir466e	ENSMUSG00000104933	84
Mir466f-1	ENSMUSG00000077972	94
Mir466f-2	ENSMUSG00000077998	94
Mir466f-3	ENSMUSG00000077981	94
Mir466f-4	ENSMUSG00000080580	121
Mir466g	ENSMUSG00000078025	80
Mir466h	ENSMUSG00000077941	81
Mir466i	ENSMUSG00000080574	121
Mir466j	ENSMUSG00000080526	122
Mir466k	ENSMUSG00000080424	122
Mir466l	ENSMUSG00000078060	121
Mir466m	ENSMUSG00000092793	84
Mir466n	ENSMUSG00000077991	94
Mir466o	ENSMUSG00000078026	84
Mir466p	ENSMUSG00000077113	89
Mir466q	ENSMUSG00000092990	76
Mir467a-1	ENSMUSG00000096624	73
Mir467a-10	ENSMUSG00000096894	83
Mir467a-2	ENSMUSG00000096027	83
Mir467a-3	ENSMUSG00000095198	83
Mir467a-4	ENSMUSG00000096492	83
Mir467a-5	ENSMUSG00000094159	83
Mir467a-6	ENSMUSG00000096587	83
Mir467a-7	ENSMUSG00000094688	83
Mir467a-8	ENSMUSG00000096512	83
Mir467a-9	ENSMUSG00000095222	83
Mir467b	ENSMUSG00000095509	73
Mir467c	ENSMUSG00000077049	97
Mir467d	ENSMUSG00000077021	85
Mir467e	ENSMUSG00000076948	87
Mir467f	ENSMUSG00000080573	120
Mir467g	ENSMUSG00000080556	120
Mir467h	ENSMUSG00000080409	121
Mir468	ENSMUSG00000106253	78
Mir470	ENSMUSG00000070073	75
Mir471	ENSMUSG00000070104	67
Mir483	ENSMUSG00000070140	73
Mir484	ENSMUSG00000070074	67
Mir485	ENSMUSG00000070128	73
Mir486	ENSMUSG00000070084	128
Mir487b	ENSMUSG00000076219	82
Mir488	ENSMUSG00000070103	109
Mir489	ENSMUSG00000070107	107
Mir490	ENSMUSG00000070075	84
Mir491	ENSMUSG00000070077	86
Mir493	ENSMUSG00000077025	83
Mir493	ENSMUSG00000099327	83
Mir494	ENSMUSG00000070141	85
Mir495	ENSMUSG00000070105	63
Mir496a	ENSMUSG00000070136	79
Mir496b	ENSMUSG00000098718	113
Mir497	ENSMUSG00000105220	84
Mir497b	ENSMUSG00000070109	125
Mir499	ENSMUSG00000076312	79
Mir500	ENSMUSG00000070108	92
Mir501	ENSMUSG00000076251	109
Mir503	ENSMUSG00000076122	71
Mir504	ENSMUSG00000070110	79
Mir5046	ENSMUSG00000104884	59
Mir505	ENSMUSG00000070081	90
Mir505	ENSMUSG00000107328	90
Mir509	ENSMUSG00000106233	75
Mir5098	ENSMUSG00000093061	82
Mir5099	ENSMUSG00000092998	74
Mir5100	ENSMUSG00000092734	64
Mir5101	ENSMUSG00000092922	83
Mir5103	ENSMUSG00000092852	79
Mir5104	ENSMUSG00000093060	94
Mir5106	ENSMUSG00000092677	73
Mir5107	ENSMUSG00000093327	88
Mir5108	ENSMUSG00000093017	85
Mir511	ENSMUSG00000077897	79
Mir5110	ENSMUSG00000093278	87
Mir5112	ENSMUSG00000092638	60
Mir5113	ENSMUSG00000092868	82
Mir5114	ENSMUSG00000093315	61
Mir5116	ENSMUSG00000092787	63
Mir5118	ENSMUSG00000093292	67
Mir5119	ENSMUSG00000093176	57
Mir5120	ENSMUSG00000092761	78
Mir5121	ENSMUSG00000105913	74
Mir5122	ENSMUSG00000092745	89
Mir5123	ENSMUSG00000096377	83
Mir5124a	ENSMUSG00000093269	72
Mir5124b	ENSMUSG00000099218	85
Mir5125	ENSMUSG00000092981	79
Mir5126	ENSMUSG00000093254	77
Mir5127	ENSMUSG00000093036	71
Mir5128	ENSMUSG00000092958	84
Mir5129	ENSMUSG00000092679	78
Mir5130	ENSMUSG00000092901	84
Mir5131	ENSMUSG00000093167	93
Mir5132	ENSMUSG00000092907	71
Mir5133	ENSMUSG00000092696	77
Mir5134	ENSMUSG00000093270	78
Mir5135	ENSMUSG00000092738	79
Mir5136	ENSMUSG00000093314	76
Mir532	ENSMUSG00000070139	96
Mir539	ENSMUSG00000076063	74
Mir540	ENSMUSG00000072900	67
Mir540	ENSMUSG00000098806	67
Mir541	ENSMUSG00000076052	90
Mir542	ENSMUSG00000076140	85
Mir543	ENSMUSG00000076241	76
Mir544	ENSMUSG00000077001	78
Mir546	ENSMUSG00000072837	121
Mir547	ENSMUSG00000076005	78
Mir551b	ENSMUSG00000076120	98
Mir5615-1	ENSMUSG00000106347	60
Mir5615-2	ENSMUSG00000093498	60
Mir5616	ENSMUSG00000093403	60
Mir5617	ENSMUSG00000093408	57
Mir5618	ENSMUSG00000093615	51
Mir5619	ENSMUSG00000093690	61
Mir5620	ENSMUSG00000093599	56
Mir5621	ENSMUSG00000093539	63
Mir5622	ENSMUSG00000093746	60
Mir5623	ENSMUSG00000093757	70
Mir5624	ENSMUSG00000093480	61
Mir5625	ENSMUSG00000093710	80
Mir5626	ENSMUSG00000093763	60
Mir5627	ENSMUSG00000093618	61
Mir568	ENSMUSG00000076372	83
Mir5709	ENSMUSG00000093508	89
Mir5710	ENSMUSG00000093441	69
Mir574	ENSMUSG00000077042	78
Mir582	ENSMUSG00000076946	81
Mir592	ENSMUSG00000076067	96
Mir598	ENSMUSG00000076049	79
Mir599	ENSMUSG00000076333	88
Mir615	ENSMUSG00000076010	92
Mir6236	ENSMUSG00000098973	123
Mir6237	ENSMUSG00000098408	91
Mir6238	ENSMUSG00000099176	129
Mir6239	ENSMUSG00000098648	105
Mir6240	ENSMUSG00000098343	117
Mir6241	ENSMUSG00000098612	103
Mir6244	ENSMUSG00000099311	117
Mir6335	ENSMUSG00000098734	98
Mir6336	ENSMUSG00000098660	130
Mir6337	ENSMUSG00000099184	105
Mir6338	ENSMUSG00000098658	109
Mir6339	ENSMUSG00000098347	117
Mir6340	ENSMUSG00000098588	119
Mir6341	ENSMUSG00000098555	121
Mir6342	ENSMUSG00000099257	125
Mir6343	ENSMUSG00000098611	84
Mir6344	ENSMUSG00000098797	104
Mir6345	ENSMUSG00000098689	128
Mir6346	ENSMUSG00000098273	81
Mir6347	ENSMUSG00000098379	101
Mir6348	ENSMUSG00000098407	120
Mir6349	ENSMUSG00000098833	97
Mir6350	ENSMUSG00000098876	105
Mir6351	ENSMUSG00000098504	99
Mir6352	ENSMUSG00000099141	116
Mir6353	ENSMUSG00000098851	113
Mir6354	ENSMUSG00000098829	116
Mir6355	ENSMUSG00000098287	106
Mir6356	ENSMUSG00000099300	102
Mir6357	ENSMUSG00000098721	104
Mir6358	ENSMUSG00000098276	101
Mir6359	ENSMUSG00000098676	81
Mir6360	ENSMUSG00000098607	126
Mir6361	ENSMUSG00000098252	101
Mir6362	ENSMUSG00000098448	107
Mir6363	ENSMUSG00000098482	114
Mir6364	ENSMUSG00000098675	86
Mir6365	ENSMUSG00000099214	101
Mir6366	ENSMUSG00000099293	82
Mir6366	ENSMUSG00000111125	82
Mir6367	ENSMUSG00000099308	102
Mir6368	ENSMUSG00000099158	93
Mir6369	ENSMUSG00000098258	106
Mir6370	ENSMUSG00000099149	120
Mir6371	ENSMUSG00000099221	111
Mir6372	ENSMUSG00000099015	109
Mir6373	ENSMUSG00000098533	102
Mir6374	ENSMUSG00000099045	107
Mir6375	ENSMUSG00000105002	95
Mir6376	ENSMUSG00000099095	131
Mir6377	ENSMUSG00000098401	114
Mir6378	ENSMUSG00000098862	107
Mir6379	ENSMUSG00000098417	115
Mir6380	ENSMUSG00000099011	81
Mir6381	ENSMUSG00000098871	87
Mir6382	ENSMUSG00000099128	110
Mir6383	ENSMUSG00000098493	116
Mir6384	ENSMUSG00000105738	61
Mir6385	ENSMUSG00000098886	105
Mir6386	ENSMUSG00000098766	104
Mir6387	ENSMUSG00000098480	108
Mir6388	ENSMUSG00000098336	75
Mir6389	ENSMUSG00000099203	102
Mir6390	ENSMUSG00000098780	129
Mir6391	ENSMUSG00000098433	104
Mir6392	ENSMUSG00000098882	108
Mir6393	ENSMUSG00000098938	94
Mir6394	ENSMUSG00000099030	99
Mir6395	ENSMUSG00000098785	91
Mir6396	ENSMUSG00000098500	111
Mir6397	ENSMUSG00000098980	93
Mir6398	ENSMUSG00000099005	102
Mir6399	ENSMUSG00000098513	84
Mir6400	ENSMUSG00000098929	92
Mir6401	ENSMUSG00000098619	109
Mir6402	ENSMUSG00000098563	80
Mir6403	ENSMUSG00000099289	129
Mir6404	ENSMUSG00000099321	94
Mir6405	ENSMUSG00000098952	124
Mir6406	ENSMUSG00000099174	120
Mir6407	ENSMUSG00000098730	101
Mir6408	ENSMUSG00000099279	91
Mir6409	ENSMUSG00000098817	92
Mir6410	ENSMUSG00000098932	104
Mir6411	ENSMUSG00000099264	108
Mir6412	ENSMUSG00000098522	97
